SaleID,price
200000,1177.409043462042
200001,1806.5481021566334
200002,8560.37656932851
200003,1346.403363449856
200004,2074.413900742715
200005,1246.3516434860803
200006,377.8087036517155
200007,3689.187263763549
200008,12372.067045380605
200009,609.9169787008875
200010,550.2943430214896
200011,2599.2664298198
200012,5930.374981365783
200013,8214.019693196835
200014,2121.9383144568073
200015,254.01998668100157
200016,1770.583277037037
200017,8303.123348884918
200018,6621.781232207622
200019,641.6832170883704
200020,24298.07245849224
200021,7662.807039091247
200022,1887.961358343196
200023,1515.7544686359488
200024,932.9087637929305
200025,9206.84653878101
200026,556.9362903264515
200027,12667.50506939985
200028,4394.201040400909
200029,7727.5285474426955
200030,17368.939521159286
200031,11979.981884973822
200032,572.9609257818289
200033,14379.50817760118
200034,841.1606059630777
200035,1924.6348252504995
200036,14301.703987515291
200037,6164.780392631188
200038,1286.8384077898345
200039,328.02754095464195
200040,592.43092488814
200041,25705.74089187557
200042,373.5201197511076
200043,8245.49585944011
200044,18019.734871527628
200045,612.5693359752047
200046,15760.426673093283
200047,16825.763657281357
200048,2025.311958170204
200049,3132.18183490973
200050,869.0457871134272
200051,4521.282801554126
200052,2917.064561979754
200053,330.64711809133615
200054,13271.693830608634
200055,9807.066414281177
200056,8207.246485059411
200057,3404.3253277225667
200058,1208.6834650594546
200059,5087.63958195572
200060,8033.517156666263
200061,1207.887664788162
200062,5233.835271370685
200063,8871.351864867782
200064,1228.1459155939096
200065,1900.1533774301672
200066,565.938912617225
200067,10147.030708673734
200068,170.50289343609154
200069,18087.584727800284
200070,9040.42620013762
200071,393.6107612072088
200072,5665.5790454786575
200073,19664.120448781374
200074,4420.5963540869925
200075,15026.892406005256
200076,3230.6309333944732
200077,419.0828044442686
200078,370.2385488299718
200079,2921.860198212403
200080,3412.7064460405236
200081,2015.651292227753
200082,3989.4472488653955
200083,458.3072153191114
200084,1269.4949473134998
200085,1619.2518055118353
200086,6748.018051710589
200087,3302.69643742429
200088,2692.5429851170265
200089,41361.12668861986
200090,2957.3515271597075
200091,204.73434807653447
200092,2067.091507664961
200093,16849.520235020587
200094,6801.084471318642
200095,5432.130081582754
200096,2357.2045824428287
200097,1234.749393751505
200098,409.00765503129776
200099,20051.744461196682
200100,21695.611025891292
200101,8005.356072308668
200102,1777.6517589518517
200103,10194.347559923694
200104,5551.221598657382
200105,3356.2568152576464
200106,8730.908266979375
200107,1869.9184130279227
200108,14513.309864405568
200109,8178.176562345088
200110,1221.2872884396788
200111,1709.7619659384575
200112,1891.8102656879587
200113,583.5109844045423
200114,2336.176591612611
200115,1296.9744404526214
200116,13428.12741860768
200117,16870.841188940598
200118,58164.54988146154
200119,226.16005377278333
200120,3462.895293405585
200121,2669.406381170181
200122,676.9092448421236
200123,2183.7119952050807
200124,53156.91360526289
200125,796.1617880184998
200126,3479.6551925948925
200127,15048.520316185386
200128,1616.0536631594246
200129,5580.590820402238
200130,3821.829423564716
200131,3112.0008488764342
200132,1196.6371642864738
200133,2803.0922736715784
200134,1267.0421086452675
200135,2990.076490438958
200136,3846.5325592876666
200137,1268.6323816985177
200138,9732.605828493055
200139,6532.105106399631
200140,2583.7820022826127
200141,1467.0880653485488
200142,5716.267631164361
200143,9468.139842151431
200144,1365.496771303513
200145,6140.330972026197
200146,2601.517719940109
200147,4448.816569854338
200148,2506.1097560835633
200149,263.65198252629557
200150,10722.266330100349
200151,5288.843074690489
200152,553.3702326189116
200153,480.33017694266164
200154,7238.149913676691
200155,3165.901692478261
200156,16391.33379634906
200157,8945.607523010176
200158,10393.518417431089
200159,14301.018625488216
200160,6669.228335705118
200161,7335.999606205399
200162,6382.317934729146
200163,680.4736968872173
200164,16504.47412385419
200165,15126.206957335791
200166,24965.466273702157
200167,3568.5575465805805
200168,39769.546067451076
200169,766.458142809107
200170,2581.042603681623
200171,8561.89133298724
200172,2048.184411219974
200173,34830.32653380661
200174,1179.3991110160182
200175,2198.0419906295137
200176,7947.846409022655
200177,5788.509230292627
200178,5292.468880348821
200179,3886.390280382668
200180,940.1051448747977
200181,19379.828993140993
200182,4467.047762548709
200183,1559.781797440682
200184,1977.796782152303
200185,4585.124983979327
200186,3011.224723635747
200187,7244.365170471861
200188,9745.80057382338
200189,12316.684129305435
200190,4034.7231732956193
200191,3008.9884152806026
200192,1090.2011100653676
200193,4068.1592242351358
200194,7869.768286905564
200195,2503.884943509991
200196,897.9627954655767
200197,23172.357202478066
200198,1324.0355015086432
200199,4354.241950379089
200200,666.1973950604084
200201,7402.949496469324
200202,2045.6092365036116
200203,1730.862934378154
200204,8185.44053886236
200205,5286.260369916377
200206,855.395694636137
200207,5551.029909816271
200208,5433.86928313004
200209,1171.739468474047
200210,14109.11756387271
200211,5463.239411376908
200212,7482.30666263328
200213,8475.821799128566
200214,20170.931437154628
200215,7262.758580766358
200216,3069.276430378801
200217,1183.9315417830487
200218,10395.417100544702
200219,1171.210868633484
200220,2340.8550247974313
200221,7618.0200675594515
200222,2371.669124043032
200223,860.4261353861334
200224,13348.30825713677
200225,3473.583396916137
200226,1206.1288339572593
200227,8324.753611307302
200228,211.56972601280623
200229,6716.516074577441
200230,8072.60515785542
200231,4777.233509496451
200232,1058.032428722865
200233,7396.240369410223
200234,429.0677030149882
200235,8490.83805507781
200236,13165.802062999199
200237,4502.641848999485
200238,7257.725934441459
200239,9228.83846215293
200240,24549.021514514498
200241,10956.046251219532
200242,4013.3800434853633
200243,2876.218109236631
200244,6379.377269033459
200245,4475.2959036499415
200246,4607.628760844038
200247,1475.3784410661583
200248,333.73676326181385
200249,10139.025516029778
200250,34262.252075442666
200251,10323.84588129041
200252,817.2154053324143
200253,8466.184847989465
200254,10948.425781171776
200255,7792.652065377326
200256,2611.7606913205727
200257,9198.47795852381
200258,3500.52204502071
200259,7843.125326611149
200260,1697.0226467219054
200261,4603.4368814459585
200262,2643.8548337833618
200263,8951.598201308036
200264,6627.7321865521535
200265,5352.220505764749
200266,1275.6663245408563
200267,13443.5652975812
200268,8039.397921182979
200269,3512.0420298828485
200270,9508.327550378395
200271,2870.1211603652146
200272,4809.098058772274
200273,16557.177339936105
200274,474.3397556496751
200275,14760.849760443025
200276,1765.9783037617487
200277,3008.5630786852917
200278,2001.7495062825033
200279,9467.954598234039
200280,2446.1040813420404
200281,700.5324229592536
200282,13407.43683347343
200283,6362.048557180369
200284,436.80639663881686
200285,5733.952187340602
200286,2320.766203094404
200287,12129.749410773231
200288,12779.27774044733
200289,3178.9022128387946
200290,7266.84266912037
200291,11659.65214128375
200292,2956.612358249049
200293,8719.418387649894
200294,6621.1368995799585
200295,1708.8543304828354
200296,2769.196585025186
200297,7749.764396471178
200298,1352.2584228495975
200299,4527.082459916159
200300,5023.233947549353
200301,5212.968005360637
200302,1661.5427820070038
200303,7122.49130970571
200304,2484.3150760480116
200305,3889.5861195847647
200306,1733.6573736459668
200307,14938.049415901081
200308,1525.911369044396
200309,1235.7809400758877
200310,991.4264698026177
200311,1199.447450958141
200312,11060.171422094634
200313,1769.1956414026563
200314,5487.150279993639
200315,1068.03765040232
200316,37278.440267624304
200317,2596.218105193247
200318,495.7987852563296
200319,10083.644828457363
200320,3636.8019501149547
200321,30911.014737752263
200322,18969.028392099353
200323,1462.5526775297083
200324,24746.626475457895
200325,5534.2953278515615
200326,2379.7930100698177
200327,21519.376034326044
200328,883.3583028425678
200329,8072.2276107246435
200330,2020.946932964848
200331,1495.9824195425076
200332,11755.46856838531
200333,1151.2124206346261
200334,475.92609704706297
200335,1448.828624906435
200336,1511.3519422708623
200337,1134.6999708766607
200338,1891.7096122629919
200339,13324.260074262369
200340,29810.39666175372
200341,2919.3610364023434
200342,5714.518675456417
200343,1866.5485047898546
200344,4897.144916439033
200345,7028.734740546986
200346,1216.0635689726766
200347,11821.598175071242
200348,10017.996591243922
200349,752.348958865585
200350,11521.086547844965
200351,2477.2368096700275
200352,637.2293762264044
200353,1377.2312657705597
200354,3629.503736734178
200355,785.9480442363595
200356,4475.368234237763
200357,1584.3857538109528
200358,3025.876570825586
200359,8269.17865590406
200360,15941.586833445139
200361,1734.2954516925088
200362,2226.842180423687
200363,1634.2277851348995
200364,6339.621488846224
200365,8921.710433111934
200366,837.153142476247
200367,7122.108283818683
200368,6589.317075083073
200369,5518.295384946936
200370,941.8337328813334
